"","chromosome_name","start_position","end_position","hgnc_symbol","Reporter.identifier","start","end","distance"
"210","4",54009789,54064605,"CHIC2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2289",54010065,54010124,54757
"211","6",52361421,52407777,"PAQR8","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2290",52406046,52406105,46297
"212","1",19920009,19923617,"PLA2G2E","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2294",19922329,19922388,3549
"213","1",43974487,43978295,"ATP6V0B","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2299",43978034,43978093,3749
"214","1",84078062,84238498,"PRKACB","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.23",84236376,84236435,160377
"215","3",184249672,184258759,"EEF1AKMT4","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2301",184258635,184258694,9028
"216","17",4710596,4721499,"ARRB2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2307",4721233,4721292,10844
"217","13",25096140,25098229,"PABPC3","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2321",25097200,25097259,2030
"218","11",118606440,118658031,"PHLDB1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2331",118656849,118656908,51532
"219","16",75627474,75648643,"KARS1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2355",75635710,75635769,21110
"220","22",31104772,31120069,"SELENOM","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2367",31104877,31104936,15238
"221","7",116953238,117230176,"ST7","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2385",117209898,117209937,276899
"222","1",23845077,23868290,"FUCA1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2389",23845360,23845419,23154
"223","8",97775057,97853013,"LAPTM4B","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2390",97852353,97852412,77897
"224","X",101393273,101408012,"GLA","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2391",101397890,101397949,14680
"225","11",790475,798281,"SLC25A22","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.240",790496,790555,7747
"226","19",15419978,15449956,"WIZ","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2411",15422126,15422185,29919
"227","1",9629889,9729114,"PIK3CD","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2418",9728247,9728306,99166
"228","1",169849631,169894267,"SCYL3","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2433",169852969,169853028,44577
"229","3",23945286,23980617,"NR1D2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.245",23979969,23980028,35272
"230","4",141220887,141234697,"ZNF330","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2459",141231450,141231486,13774
"231","12",32106835,32383633,"BICD1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.246",32337546,32337605,276739
"232","14",105472962,105480162,"CRIP2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2471",105479585,105479620,7165
"233","6",50818723,50847619,"TFAP2B","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2475",50843617,50843676,28837
"234","6",26383096,26394874,"BTN2A2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2485",26392533,26392592,11719
"235","16",23581014,23596316,"NDUFAB1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2494",23585335,23585370,15267
"236","11",47418769,47426473,"PSMC3","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2497",47422883,47422942,7645
"237","2",121337776,121649476,"CLASP1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2511",121606068,121606127,311641
"238","4",87160103,87240314,"KLHL8","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2520",87162713,87162772,80152
"239","11",117285232,117316259,"BACE1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2525",117285786,117285845,30968
"240","1",204190341,204196491,"KISS1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2527",204192836,204192895,6091
"241","1",156308968,156367873,"CCT3","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2529",156310587,156310646,58846
"242","8",19901717,19967259,"LPL","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2534",19966676,19966735,65483
"243","17",28573117,28574243,"ALDOC","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2544",28573405,28573464,1067
"244","20",11890723,11926609,"BTBD3","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.256",11925741,11925800,35827
"245","2",26308547,26395885,"SELENOI","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2581",26391257,26391316,87279
"246","1",15490832,15526534,"CASP9","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2590",15492484,15492543,35643
"247","16",1959538,1961975,"NDUFB10","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2594",1961548,1961607,2378
"248","16",74621399,74666877,"RFWD3","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2597",74622010,74622069,45419
"249","20",4721909,4728460,"PRND","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.260",4728201,4728260,6492
"250","4",75940950,75990962,"SDAD1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2609",75950231,75950290,49953
"251","15",91099950,91302565,"SV2B","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2613",91295099,91295158,202556
"252","3",113002444,113019861,"NEPRO","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2614",113005060,113005119,17358
"253","18",34976928,35143470,"MAPRE2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2618",35142644,35142703,166483
"254","1",156594301,156601496,"GPATCH4","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2643",156594531,156594590,7136
"255","1",174159410,174995308,"RABGAP1L","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2648",174989867,174989926,835839
"256","1",31179745,31239887,"NKAIN1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.265",31179779,31179838,60083
"257","13",51222334,51284239,"FAM124A","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2675",51283939,51283998,61846
"258","3",9703826,9729908,"CPNE9","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2682",9727112,9727160,26034
"259","7",158730995,158830253,"ESYT2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2687",158731216,158731275,99199
"260","3",160432445,160485773,"TRIM59","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2691",160435738,160435797,53269
"261","X",77899440,77907376,"COX7B","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2704",77902707,77902766,7877
"262","22",45163925,45188017,"NUP50","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2716",45187923,45187982,24033
"263","3",142449007,142578733,"ATR","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2723",142449522,142449581,129667
"264","11",62559596,62574086,"EEF1G","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2728",62560294,62560353,14431
"265","9",113275642,113294009,"PRPF4","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2740",113291846,113291905,18308
"266","8",58583508,58659853,"NSMAF","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2741",58583825,58583884,76286
"267","3",31532638,31637616,"STT3B","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2750",31619695,31619754,104919
"268","4",25861830,25929813,"SMIM20","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2751",25929195,25929254,67924
"269","2",25926598,25982749,"KIF3C","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2756",25927979,25928038,56092
"270","1",115285904,115338770,"NGF","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2777",115286673,115286732,52807
"271","9",75890644,76362975,"PCSK5","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2779",76193296,76193355,472272
"272","11",47465933,47565569,"CELF1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.278",47470452,47470511,99577
"273","1",10210570,10381603,"KIF1B","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2790",10337448,10337507,170974
"274","1",3812086,3857396,"CEP104","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.28",3812107,3812166,45251
"275","4",65319563,65670495,"EPHA5","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2824",65330895,65330954,350873
"276","20",43667019,43716495,"MYBL2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2858",43715156,43715215,49417
"277","16",5239802,7713340,"RBFOX1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2888",7710747,7710806,2473479
"278","5",133971871,134004975,"VDAC1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2894",133972211,133972270,33045
"279","2",10120698,10211725,"RRM2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2898",10130360,10130419,90968
"280","12",49866896,49904217,"FAIM2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2899",49869199,49869258,37262
"281","10",45000923,45005326,"ZNF22","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2905",45005040,45005099,4344
"282","14",74763316,74859435,"YLPM1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2913",74835284,74835343,96060
"283","4",103019868,103085829,"SLC9B2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2915",103022311,103022370,65902
"284","7",76326799,76358991,"YWHAG","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2922",76326816,76326875,32133
"285","19",49446298,49453497,"PIH1D1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2947",49448001,49448056,7144
"286","15",79123939,79283964,"ANKRD34C-AS1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2957",79237659,79237718,159966
"287","1",40690380,40692074,"NFYC-AS1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2965",40691802,40691861,1635
"288","12",53985065,53990279,"HOXC10","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2969",53989316,53989375,5155
"289","6",24544104,24646191,"KIAA0319","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2987",24544608,24544667,102028
"290","7",149321865,149322092,NA,"ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.2999",149322014,149322073,168
"291","10",114431112,114768061,"ABLIM1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3005",114431132,114431191,336890
"292","7",100889994,100896974,"ACHE","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3006",100892386,100892445,6921
"293","13",96090107,96839562,"HS6ST3","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.301",96839394,96839453,749396
"294","10",45854093,45972428,NA,"ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3018",45867958,45868017,118276
"295","10",58385345,58399220,"TFAM","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3050",58395445,58395504,13816
"296","12",112160188,112382439,"HECTD4","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3058",112160620,112160679,222192
"297","11",14493783,14520344,"PSMA1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3076",14505023,14505082,26502
"298","1",159194325,159207973,"CADM3-AS1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.309",159201672,159201731,13589
"299","6",36127809,36144524,"MAPK13","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3118",36139538,36139597,16656
"300","12",81257975,81759553,"PPFIA2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.313",81263245,81263304,501519
"301","2",205681990,205798133,"NRP2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3132",205779424,205779483,116084
"302","21",6484623,6499248,NA,"ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3139",6484720,6484779,14566
"303","3",49554477,49671549,"BSN","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3142",49671354,49671413,117013
"304","5",140558268,140564781,"APBB3","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3154",140558503,140558562,6454
"305","X",74421493,74533917,"SLC16A2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3156",74533679,74533738,112365
"306","16",3065297,3082192,"IL32","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3160",3069307,3069366,16836
"307","4",154535005,154550400,"PLRG1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3162",154540837,154540896,15336
"308","17",1494577,1516742,"INPP5K","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.317",1494578,1494637,22106
"309","1",11012344,11030528,"TARDBP","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3175",11030240,11030299,18125
"310","21",42496008,42581440,"SLC37A1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3176",42580955,42581013,85374
"311","12",110372900,110403730,"ANAPC7","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3183",110376186,110376216,30800
"312","2",165194993,165392310,"SCN2A","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3200",165389597,165389656,197258
"313","7",38383704,38631420,"AMPH","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3206",38389852,38389907,247661
"314","6",38587323,38588529,"TFGP1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3211",38588125,38588179,1152
"315","7",28953358,28958330,"TRIL","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3217",28953415,28953474,4913
"316","1",156242184,156243317,"BGLAP","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3218",156243089,156243148,1074
"317","11",93329971,93438487,"DEUP1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3219",93356946,93356994,108468
"318","15",101732201,101745983,"UBE2Q2P13","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3226",101736855,101736914,13723
"319","22",19717220,19724772,"SEPTIN5","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3237",19720570,19720629,7493
"320","2",127294212,127375075,"MAP3K2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3241",127306515,127306574,80804
"321","17",33013087,34174964,"ASIC2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3242",33013265,33013324,1161818
"322","5",6582136,6600288,"LINC01018","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3246",6599416,6599475,18093
"323","4",105708778,105847725,"GSTCD","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3248",105847300,105847359,138888
"324","8",144930358,144950888,"ZNF16","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3259",144931020,144931079,20471
"325","9",123109500,123268586,"STRBP","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3270",123139541,123139600,159027
"326","4",6640091,6642729,"MRFAP1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3310",6642024,6642083,2579
"327","10",125823546,125853695,"BCCIP","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3312",125833867,125833926,30090
"328","1",196225779,196609225,"KCNT2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3326",196321826,196321885,383387
"329","15",79311112,79427432,"TMED3","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.335",79322302,79322361,116261
"330","7",94509219,94557019,"CASD1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3356",94545629,94545688,47741
"331","4",75513946,75550473,"THAP6","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3359",75528311,75528370,36468
"332","18",36129444,36180557,"ELP2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.336",36167122,36167181,51054
"333","10",95311771,95561414,"SORBS1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3365",95391010,95391069,249584
"334","14",88175391,88180198,"KCNK10","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3382",88180186,88180245,4842
"335","3",149964904,150050788,"PFN2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3386",149966429,149966488,85825
"336","3",10293131,10321112,"SEC13","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.341",10300974,10301033,27922
"337","10",91923770,92031437,"BTAF1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3420",92029435,92029494,107608
"338","8",55102028,55542054,"XKR4","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3430",55525822,55525881,439967
"339","11",62575045,62591637,"TUT1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3453",62575114,62575173,16533
"340","7",73242751,73271614,"GTF2IRD2P1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.346",73269089,73269148,28804
"341","16",5239802,7713340,"RBFOX1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3468",7711394,7711453,2473479
"342","10",43077064,43130351,"RET","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3475",43121964,43122016,53235
"343","7",39833571,39834718,"SSBP3P1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3479",39834671,39834730,1112
"344","11",63838928,63911020,"MARK2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3486",63909135,63909194,72033
"345","9",125234853,125241382,"HSPA5","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3488",125238139,125238190,6478
"346","12",48688458,48716998,"CCNT1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.349",48693648,48693707,28481
"347","HG76_PATCH",6278952,6328924,"DLC1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3494",6279804,6279863,49913
"348","2",202376327,202567751,"BMPR2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3495",202562763,202562822,191365
"349","8",124539101,124580648,"NDUFB9","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.350",124551014,124551073,41488
"350","15",99098217,99135593,"SYNM","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3525",99135175,99135234,37317
"351","15",57375967,57550717,"CGNL1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3530",57550649,57550708,174691
"352","20",44942130,44960397,"TOMM34","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3535",44958689,44958748,18208
"353","7",43112629,43566001,"HECW1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.354",43258621,43258680,453313
"354","HSCHR11_2_CTG8",106552,129200,"CHORDC1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3548",108000,108059,22589
"355","2",190880821,190965552,"GLS","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3554",190963096,190963155,84672
"356","1",235661041,235883724,"LYST","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3564",235661079,235661136,222626
"357","11",67350772,67356972,"POLD4","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3565",67351667,67351726,6141
"358","6",83147324,83193936,"PGM3","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3569",83168369,83168428,46553
"359","14",75002921,75012366,"EIF2B2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3572",75009123,75009182,9386
"360","13",19674752,19783019,"PSPC1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3580",19730257,19730316,108208
"361","X",103376395,103378164,"BEX3","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3604",103377980,103378039,1710
"362","19",52838010,52857649,"ZNF468","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.362",52841275,52841334,19580
"363","21",36034541,36079389,"SETD4","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3624",36043802,36043861,44789
"364","12",57229573,57234935,"SHMT2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3625",57234562,57234621,5303
"365","3",48467798,48504826,"SHISA5","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3639",48469052,48469111,36969
"366","3",30606478,30694249,"TGFBR2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3642",30688382,30688417,87736
"367","6",111660332,111873452,"FYN","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3645",111661508,111661567,213061
"368","18",49023703,49048474,"DYM-AS1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3649",49043847,49043906,24712
"369","2",61868432,61886082,"CCT4","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3656",61868540,61868599,17591
"370","7",64666099,64711577,"ZNF107","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3659",64710799,64710858,45419
"371","17",40219304,40284136,"WIPF2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3675",40283797,40283856,64773
"372","3",189631389,189897276,"TP63","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.368",189897174,189897233,265828
"373","HG2087_PATCH",71026,77539,"NEURL4","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3682",74124,74183,6454
"374","1",211940399,212035557,"INTS7","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3691",211942011,211942070,95099
"375","10",27154824,27187953,"MASTL","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3711",27165500,27165541,33088
"376","17",42700275,42745049,"EZH1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.373",42700656,42700715,44715
"377","17",28394642,28407197,"SLC46A1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.374",28400724,28400783,12496
"378","11",27365961,27472790,"LGR4","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.377",27366372,27366431,106770
"379","14",54566117,54793315,"SAMD4A","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3778",54760269,54760328,227139
"380","2",14632700,14650814,"LRATD1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3787",14635366,14635425,18055
"381","4",128061286,128222931,"LARP1B","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3819",128108811,128108870,161586
"382","X",155071420,155123077,"BRCC3","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3846",155122850,155122909,51598
"383","9",2720469,2844095,"PUM3","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3872",2804234,2804293,123567
"384","19",14621634,14622242,"ITGB1P1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3873",14621800,14621859,549
"385","HSCHR22_3_CTG1",48840,53247,"CYP2D6","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.388",49297,49335,4369
"386","4",103019868,103085829,"SLC9B2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3880",103031767,103031810,65918
"387","17",76081016,76121576,"EXOC7","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3909",76084007,76084066,40501
"388","HSCHR6_MHC_SSTO_CTG1",2028495,2043529,"FLOT1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.391",2030841,2030900,14975
"389","1",9848318,9850154,"CTNNBIP1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3943",9848330,9848389,1777
"390","14",69259277,69357033,"GALNT16","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3957",69353398,69353457,97697
"391","20",49046246,49096960,"CSE1L","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.3967",49085327,49085386,50655
"392","11",121452314,121633763,"SORL1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.399",121610922,121610981,181390
"393","1",91500851,91525764,"CDC7","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4005",91525490,91525549,24854
"394","4",122888697,122922968,"NUDT6","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4017",122893003,122893062,34212
"395","4",56977722,57031158,"POLR2B","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4019",57025387,57025446,53377
"396","12",102073103,102120120,"NUP37","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4055",102077322,102077379,46960
"397","1",22052627,22101360,"CDC42","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4062",22090070,22090129,48674
"398","8",28348287,28490278,"FBXO16","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4064",28428422,28428481,141932
"399","12",79574979,79690964,"PAWR","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4067",79584986,79585045,115926
"400","1",168079542,168137667,"GPR161","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4080",168079875,168079934,58066
"401","2",20684014,20823130,"LDAH","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4090",20685482,20685541,139057
"402","12",119685791,119877320,"CIT","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4091",119804154,119804213,191470
"403","5",146099406,146120412,"LARS1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4100",146120371,146120421,20974
"404","10",103396626,103446294,"PDCD11","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4104",103446216,103446275,49609
"405","7",108147623,108456717,"NRCAM","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4118",108150024,108150083,309035
"406","18",12984694,12991173,"CEP192-DT","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.412",12985535,12985594,6420
"407","17",42758447,42763041,"RAMP2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4127",42762391,42762450,4535
"408","3",170357342,170396835,"SKIL","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4135",170392306,170392365,39434
"409","X",111768011,112082776,"TRPC5","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4156",111774880,111774939,314706
"410","15",33858782,34075155,"AVEN","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4157",33866479,33866538,216314
"411","17",4959226,4967817,"SPAG7","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4158",4960459,4960503,8547
"412","11",124865432,124881471,"ROBO3","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4162",124880417,124880456,16000
"413","4",185585444,185956652,"SORBS2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4163",185586095,185586156,371147
"414","HG30_PATCH",291727,292016,NA,"ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.417",291898,291957,230
"415","14",23321457,23326163,"PABPN1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4187",23323964,23324022,4648
"416","9",128455186,128501292,"ODF2","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4196",128492767,128492806,46067
"417","3",155821024,155854456,"SLC33A1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4197",155827876,155827935,33373
"418","11",112961275,113278436,"NCAM1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.421",113232722,113232781,317102
"419","5",34915677,34925996,"BRIX1","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4212",34924943,34924975,10287
"420","17",30769388,30824692,"CRLF3","ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-255.4222",30800022,30800081,55245
